,종명,접수일시,도로유형,도로명
598,고라니,2019-12-16,국도,예영로
599,고라니,2019-12-16,국도,중부로
600,멧돼지,2019-12-16,국도,경북대로
601,멧돼지,2019-12-16,국도,일반국도5호선
602,너구리,2019-12-16,국도,중부로
603,삵,2019-12-16,국도,중부로
604,고양이,2019-12-16,국도,충민로
605,멧돼지,2019-12-16,국도,일반국도19호선
606,고라니,2019-12-16,시도,송산로
607,고라니,2019-12-15,고속국도(재정),광주대구고속도로
608,고라니,2019-12-15,국도,일반국도45호선
609,고라니,2019-12-15,시도,-
610,고양이,2019-12-15,국도,일반국도46호선
611,고양이,2019-12-15,국도,일반국도45호선
612,고라니,2019-12-15,국도,일반국도4호선
613,고라니,2019-12-15,국도,영동로
614,너구리,2019-12-15,국도,일반국도34호선
615,고라니,2019-12-15,국도,일반국도3호선
616,고양이,2019-12-15,시도,역천로
617,고라니,2019-12-15,국도,일반국도45호선
618,너구리,2019-12-15,국도,일반국도45호선
619,너구리,2019-12-15,지방도,남부로
620,개,2019-12-15,국도,일반국도43호선
621,고라니,2019-12-15,국도,일반국도6호선
622,고라니,2019-12-15,고속국도(재정),중앙고속도로
623,멧돼지,2019-12-15,고속국도(재정),중앙고속도로
624,고라니,2019-12-15,국도,일반국도6호선
625,고라니,2019-12-15,국도,강원남로
626,고라니,2019-12-14,국도,일반국도3호선
627,고라니,2019-12-14,고속국도(재정),당진영덕고속도로
628,고양이,2019-12-14,국도,6
629,노루,2019-12-14,지방도,병악로
630,개,2019-12-14,국도,일반국도3호선
631,고라니,2019-12-14,국도,일반국도32호선
632,고라니,2019-12-14,국도,6
633,고라니,2019-12-14,국도,일반국도6호선
634,개,2019-12-14,국도,6
635,너구리,2019-12-14,국도,일반국도6호선
636,고라니,2019-12-14,국도,죽령로
637,고라니,2019-12-14,국도,6
638,고라니,2019-12-14,고속국도(재정),호남고속도로
639,개,2019-12-13,시도,남부로
640,노루,2019-12-13,지방도,지방도1112호선
641,고라니,2019-12-13,국도,일반국도38호선
642,너구리,2019-12-13,국도,일반국도4호선
643,고라니,2019-12-13,국도,일반국도36호선
644,고라니,2019-12-13,고속국도(재정),천안논산고속도로
645,너구리,2019-12-13,국도,일반국도36호선
646,고라니,2019-12-13,국도,일반국도45호선
647,고양이,2019-12-13,국도,국가지원지방도70호선
648,고라니,2019-12-13,국도,일반국도36호선
649,고라니,2019-12-13,국도,일반국도35호선
650,고라니,2019-12-13,국도,국도34호선
651,고라니,2019-12-13,국도,국도34호선
652,고양이,2019-12-13,국도,일반국도26호선
653,고양이,2019-12-13,국도,전진로
654,고라니,2019-12-13,고속국도(재정),서해안고속도로
655,고라니,2019-12-13,국도,일반국도26호선
656,고라니,2019-12-13,국도,일반국도26호선
657,고라니,2019-12-13,국도,일반국도26호선
658,고라니,2019-12-13,고속국도(재정),전주광양고속도로
659,너구리,2019-12-13,국도,6
660,고라니,2019-12-13,국도,일반국도3호선
661,고라니,2019-12-13,국도,일반국도30호선
662,고라니,2019-12-13,국도,일반국도3호선
663,고라니,2019-12-13,국도,일반국도34호선
664,고라니,2019-12-13,국도,일반국도25호선
665,고라니,2019-12-13,국도,일반국도34호선
666,고라니,2019-12-13,국도,일반국도22호선
667,삵,2019-12-13,국도,일반국도20호선
668,너구리,2019-12-13,국도,국도37호선
669,고라니,2019-12-13,국도,국도37호선
670,고양이,2019-12-13,국도,일반국도22호선
671,삵,2019-12-13,국도,중부로
672,고라니,2019-12-13,국도,충민로
673,고양이,2019-12-13,국도,37
674,고라니,2019-12-13,국도,일반국도37호선
675,노루,2019-12-13,시도,남조로
676,까마귀,2019-12-13,지방도,지방도1118호선
677,고라니,2019-12-13,국도,일반국도19호선
678,미동정(포유류),2019-12-13,국도,일반국도19호선
679,개,2019-12-13,국도,강원남로
680,고양이,2019-12-13,국도,일반국도6호선
681,노루,2019-12-13,지방도,지방도1115호선
682,고양이,2019-12-12,시도,무수동로
683,멧돼지,2019-12-12,고속국도(재정),통영대전고속도로
684,고라니,2019-12-12,국도,서해로
685,멧비둘기,2019-12-12,시도,답동2길
686,고양이,2019-12-12,국도,일반국도13호선
687,고라니,2019-12-12,국도,일반국도13호선
688,고양이,2019-12-12,국도,일반국도3호선
689,고라니,2019-12-12,국도,일반국도5호선
690,고양이,2019-12-12,국도,진성로
691,고라니,2019-12-12,국도,일반국도38호선
692,고라니,2019-12-12,고속국도(재정),중부고속도로
693,고양이,2019-12-12,국도,일반국도34호선
694,고라니,2019-12-12,국도,45
695,고라니,2019-12-12,국도,일반국도34호선
696,고라니,2019-12-12,고속국도(재정),중부내륙고속도로
697,고양이,2019-12-12,국도,6
698,고라니,2019-12-12,국도,6
699,미동정(포유류),2019-12-12,국도,정읍대로
700,개,2019-12-12,국도,일반국도34호선
701,고라니,2019-12-12,시도,음성로
702,삵,2019-12-12,국도,일반국도36호선
703,너구리,2019-12-12,국도,일반국도5호선
704,고라니,2019-12-12,국도,일반국도30호선
705,고라니,2019-12-12,국도,6
706,고라니,2019-12-12,국도,정읍대로
707,미동정(포유류),2019-12-12,국도,일반국도45호선
708,고라니,2019-12-12,국도,일반국도23호선
709,고양이,2019-12-12,국도,6
710,고양이,2019-12-12,국도,일반국도38호선
711,고라니,2019-12-12,국도,경강로
712,고양이,2019-12-12,국도,6
713,고라니,2019-12-12,시도,하풍2길
714,고라니,2019-12-12,국도,일반국도38호선
715,고라니,2019-12-12,국도,일반국도38호선
716,고라니,2019-12-12,고속국도(재정),경부고속도로
717,노루,2019-12-12,지방도,지방도1115호선
718,고라니,2019-12-12,고속국도(재정),광주대구고속도로
719,고라니,2019-12-12,고속국도(재정),25
720,멧비둘기,2019-12-11,국도,46
721,고라니,2019-12-11,국도,일반국도17호선
722,고라니,2019-12-11,국도,일반국도14호선
723,멧돼지,2019-12-11,국도,대백제로
724,개,2019-12-11,국도,37
725,고라니,2019-12-11,고속국도(재정),서천공주고속도로
726,고라니,2019-12-11,국도,일반국도34호선
727,고라니,2019-12-11,국도,국도34호선
728,미동정(조류),2019-12-11,시도,역천로
729,고라니,2019-12-11,지방도,역천로
730,고양이,2019-12-11,시도,역천로
731,고라니,2019-12-11,고속국도(재정),천안논산고속도로
732,너구리,2019-12-11,국도,일반국도17호선
733,꿩,2019-12-11,국도,일반국도2호선
734,고라니,2019-12-11,국도,일반국도25호선
735,삵,2019-12-11,국도,일반국도27호선
736,고양이,2019-12-11,지방도,고잔로
737,삵,2019-12-11,국도,일반국도27호선
738,고라니,2019-12-11,국도,일반국도17호선
739,고양이,2019-12-11,국도,일반국도27호선
740,삵,2019-12-11,국도,일반국도4호선
741,꿩,2019-12-11,국도,일반국도27호선
742,고라니,2019-12-11,국도,국도22호
743,고양이,2019-12-11,고속국도(재정),평택-시흥고속국도
744,고라니,2019-12-11,국도,6
745,고양이,2019-12-11,국도,6
746,고라니,2019-12-11,고속국도(재정),영동고속도로
747,고라니,2019-12-11,국도,일반국도3호선
748,멧토끼,2019-12-11,국도,일반국도35호선
749,고라니,2019-12-11,국도,국도43호선
750,고양이,2019-12-11,지방도,지방도615호선
751,고양이,2019-12-11,국도,일반국도75호선
752,고라니,2019-12-11,국도,일반국도38호선
753,너구리,2019-12-11,시도,남김천대로
754,노루,2019-12-11,지방도,국가지원지방도97호선
755,고양이,2019-12-11,국도,경북대로
756,고라니,2019-12-11,국도,일반국도22호선
757,고라니,2019-12-11,국도,일반국도22호선
758,고라니,2019-12-11,고속국도(재정),호남고속도로
759,고양이,2019-12-11,국도,일반국도34호선
760,고라니,2019-12-11,국도,일반국도42호선
761,고양이,2019-12-11,국도,일반국도3호선
762,개,2019-12-11,국도,일반국도3호선
763,고양이,2019-12-11,시도,청룡길
764,고라니,2019-12-11,국도,일반국도2호선
765,고라니,2019-12-11,국도,일반국도3호선
766,고양이,2019-12-11,국도,예영로
767,고양이,2019-12-11,국도,강원남로
768,고라니,2019-12-11,지방도,지방도649호선
769,고라니,2019-12-11,고속국도(재정),중앙고속도로
770,고라니,2019-12-11,국도,일반국도3호선
771,고라니,2019-12-10,고속국도(재정),중부내륙고속도로
772,고라니,2019-12-10,국도,일반국도37호선
773,동박새,2019-12-10,시도,서홍로
774,고라니,2019-12-10,국도,서부순환대로
775,고양이,2019-12-10,국도,정읍북로
776,고양이,2019-12-10,국도,서부순환대로
777,고라니,2019-12-10,국도,정읍대로
778,고라니,2019-12-10,지방도,지방도649호선
779,고라니,2019-12-10,국도,일반국도36호선
780,고라니,2019-12-10,국도,생음대로
781,고라니,2019-12-10,국도,일반국도4호선
782,꿩,2019-12-10,국도,일반국도3호선
783,고라니,2019-12-10,국도,일반국도3호선
784,고라니,2019-12-10,국도,일반국도3호선
785,삵,2019-12-10,국도,우주항공로
786,너구리,2019-12-10,국도,우주항공로
787,삵,2019-12-10,국도,우주항공로
788,삵,2019-12-10,국도,우주항공로
789,남생이,2019-12-10,국도,6
790,노루,2019-12-10,시도,명림로
791,고양이,2019-12-10,국도,일반국도27호선
792,고라니,2019-12-10,국도,6
793,삵,2019-12-10,국도,일반국도27호선
794,고양이,2019-12-10,지방도,순성로
795,삵,2019-12-10,국도,일반국도17호선
796,개,2019-12-10,고속국도(재정),당진영덕고속도로
797,고라니,2019-12-10,국도,일반국도3호선
798,미동정(포유류),2019-12-10,국도,국도34호선
799,너구리,2019-12-10,국도,하원로
800,고라니,2019-12-10,국도,6
801,고라니,2019-12-10,국도,6
802,개,2019-12-10,국도,일반국도5호선
803,고양이,2019-12-10,국도,6
804,고라니,2019-12-10,국도,일반국도34호선
805,삵,2019-12-10,국도,일반국도27호선
806,삵,2019-12-10,국도,일반국도27호선
807,노루,2019-12-10,시도,하소로
808,고라니,2019-12-10,국도,전진로
809,삵,2019-12-10,국도,일반국도38호선
810,고양이,2019-12-10,국도,일반국도14호선
811,고라니,2019-12-10,국도,일반국도3호선
812,삵,2019-12-10,국도,우주항공로
813,개,2019-12-10,국도,일반국도3호선
814,고라니,2019-12-10,국도,일반국도6호선
815,고라니,2019-12-10,시도,-
816,삵,2019-12-10,시도,-
817,고라니,2019-12-10,국도,일반국도45호선
818,너구리,2019-12-10,국도,일반국도23호선
819,꿩,2019-12-10,국도,우주항공로
820,고양이,2019-12-10,국도,일반국도45호선
821,족제비,2019-12-10,시도,고흥로
822,너구리,2019-12-10,국도,일반국도34호선
823,고라니,2019-12-10,국도,예영로
824,노루,2019-12-10,시도,호근서호로
825,족제비,2019-12-10,국도,일반국도38호선
826,고라니,2019-12-10,국도,지방도68호선
827,고라니,2019-12-10,지방도,지방도649호선
828,고양이,2019-12-10,국도,일반국도42호선
829,고라니,2019-12-10,고속국도(재정),중앙고속도로
830,노루,2019-12-10,시도,금백조로
831,고라니,2019-12-09,국도,일반국도14호선
832,고라니,2019-12-09,국도,일반국도38호선
833,고양이,2019-12-09,국도,일반국도36호선
834,고라니,2019-12-09,국도,39
835,고양이,2019-12-09,국도,일반국도23호선
836,너구리,2019-12-09,지방도,지방도1041호선
837,멧토끼,2019-12-09,국도,4
838,고라니,2019-12-09,국도,일반국도17호선
839,삵,2019-12-09,국도,일반국도3호선
840,고라니,2019-12-09,국도,일반국도39호선
841,노루,2019-12-09,지방도,지방도1118호선
842,고양이,2019-12-09,국도,정읍대로
843,고라니,2019-12-09,국도,일반국도34호선
844,고양이,2019-12-09,시도,강원남부로
845,고라니,2019-12-09,국도,일반국도3호선
846,삵,2019-12-09,국도,난계로
847,너구리,2019-12-09,국도,일반국도14호선
848,고라니,2019-12-09,국도,35
849,고라니,2019-12-09,국도,난계로
850,고라니,2019-12-09,국도,일반국도17호선
851,너구리,2019-12-09,국도,34
852,고양이,2019-12-09,국도,난계로
853,고양이,2019-12-09,국도,난계로
854,삵,2019-12-09,국도,일반국도33호선
855,고양이,2019-12-09,국도,일반국도38호선
856,노루,2019-12-09,지방도,지방도1136호선
857,고양이,2019-12-09,국도,일반국도20호선
858,고양이,2019-12-09,국도,일반국도20호선
859,고라니,2019-12-09,국도,일반국도34호선
860,삵,2019-12-09,국도,일반국도25호선
861,고라니,2019-12-09,국도,일반국도14호선
862,고라니,2019-12-09,시도,-
863,고라니,2019-12-09,지방도,지방도647호선
864,고라니,2019-12-09,국도,일반국도39호선
865,고라니,2019-12-09,국도,일반국도30호선
866,삵,2019-12-09,국도,대청로
867,고라니,2019-12-09,국도,28
868,너구리,2019-12-09,국도,37
869,삵,2019-12-09,국도,28
870,고양이,2019-12-09,국도,37
871,고라니,2019-12-09,국도,일반국도14호선
872,꿩,2019-12-09,국도,28
873,고양이,2019-12-09,국도,36
874,고라니,2019-12-09,시도,다덕로
875,고양이,2019-12-09,국도,6
876,고라니,2019-12-09,국도,6
877,고라니,2019-12-09,고속국도(재정),서울양양고속도로
878,고라니,2019-12-09,지방도,대호만로
879,고라니,2019-12-09,지방도,화성로
880,삵,2019-12-08,국도,경강로
881,고라니,2019-12-08,국도,3
882,고양이,2019-12-08,시도,무수동7길
883,고라니,2019-12-08,국도,합천대로
884,미동정(포유류),2019-12-08,국도,국가지원지방도56호선
885,고양이,2019-12-08,국도,일반국도34호선
886,고양이,2019-12-08,지방도,지방도619호선
887,고양이,2019-12-08,지방도,지방도619호선
888,너구리,2019-12-08,국도,6
889,수리부엉이,2019-12-08,국도,일반국도34호선
890,너구리,2019-12-08,국도,일반국도2호선
891,고라니,2019-12-08,국도,4
892,고라니,2019-12-08,국도,경강로
893,너구리,2019-12-08,국도,5
894,너구리,2019-12-08,국도,5
895,고라니,2019-12-08,고속국도(재정),당진영덕고속도로
896,멧돼지,2019-12-07,고속국도(재정),경부고속도로
897,고라니,2019-12-07,고속국도(재정),통영대전고속도로
898,삵,2019-12-07,국도,일반국도6호선
899,고라니,2019-12-07,국도,37
900,고양이,2019-12-07,국도,6
901,개,2019-12-07,지방도,대호만로
